PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
IL2RB	interacts-with	STAT5B	NetPath	10602027;8631883	IL2	http://pathwaycommons.org/pc2/MolecularInteraction_629d81fe1b3497f314433bf300f528b3
IL2RB	interacts-with	SYK	NetPath	7600304	IL2	http://pathwaycommons.org/pc2/MolecularInteraction_c83d55a166a1bd14b4d327bc95e9ff9c
IL2RG	interacts-with	IL4R	NetPath	10856136;12242343;7721786;8266078	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_d9c5410f920c3e1ad0803abf1273fe78;http://pathwaycommons.org/pc2/MolecularInteraction_bff8dd6ea8cfe788e05ec899ec18d7fc
IL2RG	interacts-with	IL4	NetPath	10856136;8266078	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_d9c5410f920c3e1ad0803abf1273fe78
IL2RG	interacts-with	IL7R	NetPath	8128231;8266077	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_e99931c69b777b4e30b22bb88d49426a
IL2RG	interacts-with	IL9R	NetPath	7718508	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_5e5cde449627969815a0694b0e86c0d9
IL2RG	interacts-with	IL9	NetPath	7718508	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_87d299e6c6ef4b489d491042a9ca4c4f
IL2RG	interacts-with	JAK1	NetPath	7973658	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_e3343fe519f180d798902fa48b7eba1e
IL2RG	interacts-with	JAK3	NetPath	10856136;15621723;7568005;7721895;7973657;7973658;7973659;9553136	IL-7;IL2;IL4;IL9	http://pathwaycommons.org/pc2/MolecularInteraction_d73b10416fc627d3799ce29334b1a338;http://pathwaycommons.org/pc2/MolecularInteraction_979e82ba8ab5a2eef2f08e78e03f7aa3;http://pathwaycommons.org/pc2/MolecularInteraction_0860b2e679a830f68c31c502797479e6;http://pathwaycommons.org/pc2/MolecularInteraction_135ea70b2d9707cbcd0a832c55642c2f
IL2RG	controls-phosphorylation-of	PIK3R1	NetPath	10421845	IL2	http://pathwaycommons.org/pc2/Catalysis_e10db495d6302f7f112d6e5232de4f28;http://pathwaycommons.org/pc2/BiochemicalReaction_ae21da3cd9dda25d76b242df4b06b3cb
IL2RG	controls-state-change-of	PIK3R1	NetPath	10421845	IL2	http://pathwaycommons.org/pc2/Catalysis_e10db495d6302f7f112d6e5232de4f28;http://pathwaycommons.org/pc2/BiochemicalReaction_ae21da3cd9dda25d76b242df4b06b3cb
IL2RG	interacts-with	SHB	NetPath	12200137	IL2	http://pathwaycommons.org/pc2/MolecularInteraction_eb9f928eafaef406dec297445ed59440
IL3	interacts-with	IL3RA	NetPath	8649415;9278420	IL3	http://pathwaycommons.org/pc2/MolecularInteraction_a7e68657d8c3f591c8c2406921bbafcd
IL3RA	interacts-with	JAK1	NetPath	15988755	IL3	http://pathwaycommons.org/pc2/MolecularInteraction_c49d804045c7920d7f07129a3400a581
IL3RA	interacts-with	JAK2	NetPath	15988755	IL3	http://pathwaycommons.org/pc2/MolecularInteraction_9603ae9d99927ddabdfa6e1b422bc184
IL4	in-complex-with	IL4R	NetPath			http://pathwaycommons.org/pc2/Complex_df30125472bf11580cacf930bfc50f46
IL4	interacts-with	IL4R	NetPath	10219247;10850446;8303077	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_6907e21625cca476a343f7d2f04e4afd
IL4R	interacts-with	INPP5D	NetPath	10358772;11714803	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_7d62bebd5fb63cd074b84814583e7b60
IL4R	interacts-with	IRS1	NetPath	8124718;9181473	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e88c0898640e93386b0fc691676dc273
IL4R	interacts-with	IRS2	NetPath	10233717;10856136;17200144;8266078	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_b09c0035a787fa83837607f4faea3484
IL4R	interacts-with	JAK1	NetPath	11127821;12133952;12242343	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e9f0523c63133574bd7dabf13c88bfdb
IL4R	interacts-with	JAK2	NetPath	10358772;8609418	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e5a1d91211d444abc917d9b83e0efd20
IL4R	interacts-with	JAK3	NetPath	12207328;9181473	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_666dc70d8c6618b2f244b432dd4d022a
IL4R	interacts-with	PRKCZ	NetPath	15526032	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_690a80b6e6f98e8c6a3d99c043442d71
IL4R	interacts-with	PTPN11	NetPath	10358772;11714803	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e729efb0c8941d306aa67bd895cb0780
IL4R	interacts-with	PTPN6	NetPath	10358772;11714803	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_aeefa8c1d2d1effc7e636f8af10792d9
IL4R	interacts-with	SHC1	NetPath	10652211;16030287	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_9c3a11da0d0531143287d99232d05d67
IL4R	interacts-with	SOCS5	NetPath	12242343;19879803	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_31df855077cf220c672acede1f21ddd6
IL4R	interacts-with	STAT6	NetPath	10358772;15661890;16030287	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_6ae9f9c50e454d98d901c42594c23e00
IL4R	interacts-with	SYK	NetPath	19783684	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_9c85ab3865f5c66d6f69899a594f84ec
IL5	in-complex-with	IL5RA	NetPath			http://pathwaycommons.org/pc2/Complex_1d0e2dd568c0c56da7e8fc4ac0e3a8c4
IL5	interacts-with	IL5RA	NetPath	1732409;8454628	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_59ff414a3e0125f753cc6eeb72f5a51f
IL5RA	interacts-with	JAK1	NetPath	9516124	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_0ca8a0a582a5b0e783a53d273733c920
IL5RA	interacts-with	JAK2	NetPath	11823534;9516124	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_8cdd768afc94f05a59d7c7f2c4ece45f
IL5RA	interacts-with	LYN	NetPath	11823534	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_6597667c50d5636398c35aa8295d29a8
IL5RA	interacts-with	SDCBP	NetPath	11498591	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_8ceec9b78707a33c871ae673398ada1d;http://pathwaycommons.org/pc2/MolecularInteraction_c6b48cbb96dcc00625b71fbff1299906
IL5RA	interacts-with	SOX4	NetPath	11498591	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_8ceec9b78707a33c871ae673398ada1d
IL5RA	interacts-with	UNC119	NetPath	12496276	IL5	http://pathwaycommons.org/pc2/MolecularInteraction_5d66b9c55b8727eed9970fd7be0bfe37
IL6	in-complex-with	IL6R	NetPath			http://pathwaycommons.org/pc2/Complex_539694755d1259bf1bfe2afde010976a;http://pathwaycommons.org/pc2/Complex_c0215606cc565e00d2ee27d18b09642c;http://pathwaycommons.org/pc2/Complex_625ebde53112d5739633eaa0d5dda79a
IL6	interacts-with	IL6R	NetPath	11412113;12829785;14557255;15722452;16972794;2261637;2788034;7893704;8325898;8635575;9118960;9694899	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_868ac725230701d89d5a97ca784d7f5f;http://pathwaycommons.org/pc2/MolecularInteraction_2a266e6cbf03836866945a1c969b6869
IL6	in-complex-with	IL6ST	NetPath			http://pathwaycommons.org/pc2/Complex_539694755d1259bf1bfe2afde010976a;http://pathwaycommons.org/pc2/Complex_c0215606cc565e00d2ee27d18b09642c
IL6	interacts-with	IL6ST	NetPath	10427501;11412113;12829785;15722452;15895091;2261637;2788034;9295319;9694899	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_f27262737cd6ddb7efc1a3c113c62464;http://pathwaycommons.org/pc2/MolecularInteraction_2a266e6cbf03836866945a1c969b6869
IL6R	in-complex-with	IL6ST	NetPath			http://pathwaycommons.org/pc2/Complex_539694755d1259bf1bfe2afde010976a;http://pathwaycommons.org/pc2/Complex_c0215606cc565e00d2ee27d18b09642c
IL6R	interacts-with	IL6ST	NetPath	10427501;11412113;12829785;15722452;15895091;2261637;2788034;9295319;9694899	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_f27262737cd6ddb7efc1a3c113c62464;http://pathwaycommons.org/pc2/MolecularInteraction_2a266e6cbf03836866945a1c969b6869
IL6ST	interacts-with	JAK1	NetPath	11742534;7896787;8272872;8272873	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_73c1405e82a17445fdd7cfcb369d3f12
IL6ST	interacts-with	JAK2	NetPath	7896787;8174677;8272873	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_7b73f921256e39f4095e79ef71b9fdc4
IL6ST	interacts-with	LYN	NetPath	9406996	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_17f40d24c60c4249149b1469dcc5b9d4
IL6ST	interacts-with	PRKCD	NetPath	12361954	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_85c99175e2d0635b8a67646c2f5548c6
IL6ST	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_248f124b653284653b10ef3229eb6b89
IL6ST	interacts-with	PTPN11	NetPath	10764798;10777583;8978300;9632795;9815779	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_a379d84257e1ec79528a7c36e2b9bcc2
IL6ST	interacts-with	SHC1	NetPath	7963520;9126968	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_a686d4b00ca72cdfbff7da3f8acbab35
IL6ST	interacts-with	SOCS3	NetPath	10777583;12403768	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_796a34c7a9af01c37f58b62c306dbc60
IL6ST	interacts-with	STAT1	NetPath	8662591;8662795	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_c401736e86a9ed2be84bedf37f54877a
IL6ST	interacts-with	STAT3	NetPath	12040451;12361954;8272872;8662591;8662795	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_c08348cb48f493e068dc848bc7f25405;http://pathwaycommons.org/pc2/MolecularInteraction_85c99175e2d0635b8a67646c2f5548c6;http://pathwaycommons.org/pc2/MolecularInteraction_e34123f7c668f1cf57d7a3796e07da37
IL6ST	interacts-with	TEC	NetPath	7530500	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_495b58a451662951ed601f3ca937f451
IL6ST	interacts-with	VAV1	NetPath	9013873	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_437bcda2e5a92d2bd91e06a4ebd90dbe
IL7	interacts-with	IL7R	NetPath	17909291;2317865	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_018a7d40d5f66ab68cf85e37acea9743
IL7R	interacts-with	JAK1	NetPath	20167604;20974963;8647212	IL-7;TSLP	http://pathwaycommons.org/pc2/MolecularInteraction_fbaf26a2fb2a59ea261dbf1a4329b3c6;http://pathwaycommons.org/pc2/MolecularInteraction_6beb5cc83fb7eaef5b98299247594584
IL7R	interacts-with	JAK3	NetPath	7481769	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_c473fa03631ce850b823a235e6f51ec6
IL7R	interacts-with	KIT	NetPath	17554063	KitReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_aa35baf57f0ecfdc0f55982fd02b2c7f
IL7R	interacts-with	PIK3R1	NetPath	7522165;9233603	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_69d51f92a0f819a0af6b860872af54fa
IL7R	interacts-with	PTK2B	NetPath	10702271	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_80a089d1200d9ca0fb4723c3361b06a3
IL7R	interacts-with	STAT3	NetPath	7719938	IL-7	http://pathwaycommons.org/pc2/MolecularInteraction_445c34d81f331b503751424528d2d38d
IL7R	interacts-with	STAT5A	NetPath	20974963;7719938	IL-7;TSLP	http://pathwaycommons.org/pc2/MolecularInteraction_a8eb76c97ecaf553cf66ea622a8a29dc;http://pathwaycommons.org/pc2/MolecularInteraction_7564c8915fd2f5daae7c632b935f8580
IL7R	interacts-with	STAT5B	NetPath	15067053;20974963;7719938	IL-7;TSLP	http://pathwaycommons.org/pc2/MolecularInteraction_e0434cbac451491613eba50047091b75;http://pathwaycommons.org/pc2/MolecularInteraction_7d387cf8208ebfbe5b4671a9658b149c
IL7R	interacts-with	TSLP	NetPath	10881176;10974032	TSLP	http://pathwaycommons.org/pc2/MolecularInteraction_ef9ba441345aa51dcf79d560efef06ac;http://pathwaycommons.org/pc2/MolecularInteraction_c05916a77d4f9138d042066f655606ac
IL9	interacts-with	IL9R	NetPath	1376929;7718508	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_271b78380f17eeb7d96c247a41622b42
IL9R	interacts-with	JAK1	NetPath	8756628	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_e8066f2242b191debc19b3f47ff5f3d4
IL9R	interacts-with	KAT5	NetPath	10486269	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_827071905f4a8615bad8741199909f59
IL9R	interacts-with	VCP	NetPath	11086075	IL9	http://pathwaycommons.org/pc2/MolecularInteraction_2c73a18fc154dfdd93b522d7ecd71afa
ILK	controls-phosphorylation-of	GSK3B	NetPath	16799642	Wnt	http://pathwaycommons.org/pc2/BiochemicalReaction_c8da39e55a44d31fb6353195d8e40479;http://pathwaycommons.org/pc2/Catalysis_1e7fe9eb7106a8f9a97cfe694bf8705d
ILK	controls-state-change-of	GSK3B	NetPath	16799642	Wnt	http://pathwaycommons.org/pc2/BiochemicalReaction_c8da39e55a44d31fb6353195d8e40479;http://pathwaycommons.org/pc2/Catalysis_1e7fe9eb7106a8f9a97cfe694bf8705d
ING2	interacts-with	SKIL	NetPath	18334480	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_c2bb25eabe8db2a3cf0fccd84d0ccbc2;http://pathwaycommons.org/pc2/MolecularInteraction_c319972093f0b83bac51cd5f3c76dc78
ING2	interacts-with	SMAD2	NetPath	18334480	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_c319972093f0b83bac51cd5f3c76dc78
INPP5D	interacts-with	JAK1	NetPath	10358772;10875931	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_381a38628dec4b06d0310157351fc8fd
INPP5D	interacts-with	JAK3	NetPath	10358772;10875931	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_4a13aefa3f690a89c55b8507b88a6c09
INPP5D	interacts-with	KIT	NetPath	11071635	KitReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_5f95fa42efc353854ae79cdfa0a2ad65;http://pathwaycommons.org/pc2/MolecularInteraction_ca1e0265e83d793fa0a622e7dbf53274
INPP5D	interacts-with	LAT	NetPath	17043143	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_cfdcf2475fcc5e4004ed49f64d313b5c
INPP5D	interacts-with	PIK3R1	NetPath	10066815	BCR	http://pathwaycommons.org/pc2/MolecularInteraction_11d6809b9aed4f2b1d766aff78d237ed
INPP5D	interacts-with	PIK3R2	NetPath	10066815	BCR	http://pathwaycommons.org/pc2/MolecularInteraction_11d6809b9aed4f2b1d766aff78d237ed
INPP5D	interacts-with	PTPN11	NetPath	9110989	IL3	http://pathwaycommons.org/pc2/MolecularInteraction_a21637f066ab8ba8bf8dc1109181c7d7
INPP5D	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_e71eba593c07adf4c8acfafaf3279e19;http://pathwaycommons.org/pc2/Complex_c41481dc34fed419674e08d56d4f1a6c
INPP5D	interacts-with	SHC1	NetPath	10358772;10570274;10704825;10748054;10856136;10891441	BCR;IL3;IL4	http://pathwaycommons.org/pc2/MolecularInteraction_d4258d99d8ab10143aa9b9e8e0b96452;http://pathwaycommons.org/pc2/MolecularInteraction_05dcaac05ffa8a595851688c93d5b9f0;http://pathwaycommons.org/pc2/MolecularInteraction_f9d4c08cddcba752d904cee2ebebe7b5;http://pathwaycommons.org/pc2/MolecularInteraction_44f7afcdee4034c46cbe02aff5c5c08e
INPPL1	in-complex-with	PPP2R3A	NetPath			http://pathwaycommons.org/pc2/Complex_fc5ff2dd55c60c4dfdd13d9000d2251b;http://pathwaycommons.org/pc2/Complex_c0f17d5d76310ad7bdabdc3cabcec31e
INPPL1	interacts-with	PPP2R3A	NetPath	19825976	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_1fea38d1a2dd598dba42fed4a21fef93
INPPL1	interacts-with	SHC1	NetPath	11349134;19770167	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_cc7a5af0da2ec9197846eaba3cc86dee
IQGAP1	in-complex-with	KRT17	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	KRT18	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	KRT7	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	KRT8	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	MPRIP	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	PLEC	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	RACGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	SMU1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP1	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
IQGAP2	interacts-with	NFKBIB	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_0e4614638ba028046e864c609b76eda1
IQGAP2	interacts-with	RELA	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_75bb446990ffd78e3a342be72dd213e4
IRAK1BP1	interacts-with	RELA	NetPath	15485901	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_27c90d34c5d249305c0e88fb0bdd0fa7
IRAK1	controls-phosphorylation-of	IRAK2	NetPath	10383454	IL1	http://pathwaycommons.org/pc2/Catalysis_32d33571dd12f33192194ec893fb70d8;http://pathwaycommons.org/pc2/BiochemicalReaction_384ad614b5eaa40009601138d7062141
IRAK1	controls-state-change-of	IRAK2	NetPath	10383454	IL1	http://pathwaycommons.org/pc2/Catalysis_32d33571dd12f33192194ec893fb70d8;http://pathwaycommons.org/pc2/BiochemicalReaction_384ad614b5eaa40009601138d7062141
IRAK1	controls-phosphorylation-of	IRAK3	NetPath	10383454	IL1	http://pathwaycommons.org/pc2/BiochemicalReaction_9af4579d09fe815191316f8cfd9e2e39;http://pathwaycommons.org/pc2/Catalysis_0b21b5382cb917c81d8118797efab9c1
IRAK1	controls-state-change-of	IRAK3	NetPath	10383454	IL1	http://pathwaycommons.org/pc2/BiochemicalReaction_9af4579d09fe815191316f8cfd9e2e39;http://pathwaycommons.org/pc2/Catalysis_0b21b5382cb917c81d8118797efab9c1
IRAK1	in-complex-with	IRAK4	NetPath			http://pathwaycommons.org/pc2/Complex_b0be500f46f3161d7fa7b9073bf2f680
IRAK1	interacts-with	IRAK4	NetPath	11960013	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_32c4778ac44cc6e990cec514f50fc903
IRAK1	interacts-with	MAP3K7	NetPath	12242293	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_8641458fed979b7de6f6c3a26468d77b;http://pathwaycommons.org/pc2/MolecularInteraction_95b3b27b78800f0a0f78fbcf570af813
IRAK1	interacts-with	MYD88	NetPath	16024789;17507369;9430229	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_c017a361dd861f74736ae0c186053d74;http://pathwaycommons.org/pc2/MolecularInteraction_bbd86128965f92f26292dbbb91ca55ec
IRAK1	in-complex-with	PELI1	NetPath			http://pathwaycommons.org/pc2/Complex_b0be500f46f3161d7fa7b9073bf2f680
IRAK1	interacts-with	PELI1	NetPath	12496252	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_b9baa324d632f9f4e4a5cbba3116509f
IRAK1	controls-phosphorylation-of	PELI2	NetPath	17997719	IL1	http://pathwaycommons.org/pc2/Catalysis_fe13c6a8a474801678e177fe2f72d64f;http://pathwaycommons.org/pc2/BiochemicalReaction_1a82d8c88089c366b4d62b8b8d18ad17
IRAK1	controls-state-change-of	PELI2	NetPath	17997719	IL1	http://pathwaycommons.org/pc2/Catalysis_fe13c6a8a474801678e177fe2f72d64f;http://pathwaycommons.org/pc2/BiochemicalReaction_1a82d8c88089c366b4d62b8b8d18ad17
IRAK1	interacts-with	PELI2	NetPath	12370331	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_be2d6ff08198c609c420c178a0ff4376
IRAK1	interacts-with	SQSTM1	NetPath	10747026	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_0eac80da20da021140e2298017ae6ff3
IRAK1	interacts-with	TAB1	NetPath	12242293	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_95b3b27b78800f0a0f78fbcf570af813
IRAK1	interacts-with	TAB2	NetPath	12242293	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_b1ce948c83c42e92af7baae5ce67e98b;http://pathwaycommons.org/pc2/MolecularInteraction_95b3b27b78800f0a0f78fbcf570af813
IRAK1	controls-phosphorylation-of	TOLLIP	NetPath	11751856	IL1	http://pathwaycommons.org/pc2/Catalysis_5fbfd387fbc309daac4892d6c9380ea6;http://pathwaycommons.org/pc2/BiochemicalReaction_330963bb21331fbdebf18568335f1323
IRAK1	controls-state-change-of	TOLLIP	NetPath	11751856	IL1	http://pathwaycommons.org/pc2/Catalysis_5fbfd387fbc309daac4892d6c9380ea6;http://pathwaycommons.org/pc2/BiochemicalReaction_330963bb21331fbdebf18568335f1323
IRAK1	in-complex-with	TRAF6	NetPath			http://pathwaycommons.org/pc2/Complex_275e202039a50b4dd4c3b4378fd92841
IRAK1	interacts-with	TRAF6	NetPath	10747026;11518704;12242293;12496252;16024789;9374458	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_0eac80da20da021140e2298017ae6ff3;http://pathwaycommons.org/pc2/MolecularInteraction_de700957876dc1d5a8667eaab8e3f297;http://pathwaycommons.org/pc2/MolecularInteraction_b1ce948c83c42e92af7baae5ce67e98b;http://pathwaycommons.org/pc2/MolecularInteraction_8641458fed979b7de6f6c3a26468d77b;http://pathwaycommons.org/pc2/MolecularInteraction_113729b3a4be887bf85e78150f4bd88f;http://pathwaycommons.org/pc2/MolecularInteraction_1fc27ef8aa9ebca5c2fee99d4043863e
IRAK2	interacts-with	MYD88	NetPath	9374458	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_e4ce8d19ae91ed52621f3cdbc0dba53d
IRAK2	interacts-with	TRAF6	NetPath	9374458	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_8435681900b730dc4e3ba1ffba26bcc3
IRAK4	controls-phosphorylation-of	IRAK1	NetPath	11960013;16024789	IL1	http://pathwaycommons.org/pc2/Catalysis_f08d67effbd9b747fcfe819c78a10050;http://pathwaycommons.org/pc2/BiochemicalReaction_fabaa7bec6fd92f842c79ec5d97e6944
IRAK4	controls-state-change-of	IRAK1	NetPath	11960013;16024789	IL1	http://pathwaycommons.org/pc2/Catalysis_f08d67effbd9b747fcfe819c78a10050;http://pathwaycommons.org/pc2/BiochemicalReaction_fabaa7bec6fd92f842c79ec5d97e6944
IRAK4	in-complex-with	MYD88	NetPath			http://pathwaycommons.org/pc2/Complex_1d8365df061c388c5bd3d76853308ce6
IRAK4	in-complex-with	PELI1	NetPath			http://pathwaycommons.org/pc2/Complex_b0be500f46f3161d7fa7b9073bf2f680
IRAK4	interacts-with	PELI1	NetPath	12496252;17997719	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_9ecfbd564975e2d41a7a662913e58486
IRAK4	interacts-with	TRAF6	NetPath	11960013;12496252	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_ce88f4acaf77507b8ee8638252f3fa08;http://pathwaycommons.org/pc2/MolecularInteraction_1fc27ef8aa9ebca5c2fee99d4043863e
IRF2BP1	interacts-with	TGIF1	NetPath	18511908	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_39f19899f313e22ae82c5cc6ea3c65a9
IRS1	interacts-with	JAK1	NetPath	10358772;7499365;7544789	IL-7;IL2;IL4;IL9	http://pathwaycommons.org/pc2/MolecularInteraction_43f6412a1423ef401f6fa2df1f6653b3;http://pathwaycommons.org/pc2/MolecularInteraction_a5b612c73c42afbf41e9f351e11413ba;http://pathwaycommons.org/pc2/MolecularInteraction_d0510328d9e839c9eb9bad138d17e8a3;http://pathwaycommons.org/pc2/MolecularInteraction_6710808efcaacb49af61899248d08f9c
IRS1	interacts-with	JAK2	NetPath	12674509;15316008;17565041	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_1231f2d44b19fb8b3d272ed44bb2463d;http://pathwaycommons.org/pc2/MolecularInteraction_22327481afc25ac1f38a7a32c6f0811e
IRS1	interacts-with	JAK3	NetPath	10358772;7499365;9233603	IL-7;IL2;IL4	http://pathwaycommons.org/pc2/MolecularInteraction_3fa9d5cafd9fc60edfbc02ea260c8871;http://pathwaycommons.org/pc2/MolecularInteraction_48a9c279ef9087643e0d9f420516894c;http://pathwaycommons.org/pc2/MolecularInteraction_79ed26e3976ccb0a04cd60065f96131d
IRS1	interacts-with	LEPR	NetPath	15715521	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_3696fcbd7dd4c87930b2ab19b6cc349f
IRS1	interacts-with	PDE3A	NetPath	15886225	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_47d6a263db52f73d3de125585066be35
IRS1	in-complex-with	PIK3R1	NetPath			http://pathwaycommons.org/pc2/Complex_5f5cc0fcd210bb3ba1d4a79045e316db
