Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
147918.html	P06400	P24941	RB1	CDK2	5925	1017	ENST00000267163	ENST00000266970 [P24941-1];ENST00000354056 [P24941-2]	phosphorylation reaction;direct interaction;physical association	intact	17254966;12190313;9029153;9190208;9139732;9885575;19225156;10486249;10207050;8626527;16326706;15173007;12361598;9258347;10499802;20871633;10938106;12676926;9199321;21697511;15003538;8756624;15241418;9315635;16878158;12800980;9053846;15828833;15811853;14681231;11433299;8647086;12970441	0.98691	0.6	0.769510233850077	High	Small-scale	hsa04110;hsa05169;hsa05200;hsa05215;hsa05222
541382.html	Q92934	P04049	BAD	RAF1	572	5894	ENST00000309032;ENST00000394532	ENST00000251849 [P04049-1];ENST00000442415 [P04049-2]	direct interaction;physical association	intact	25241761;19667065;15849194;23397142	0.77788	0.6	0.683174940992422	High	Small-scale	hsa04510
419796.html	Q8WU20	P04629	FRS2	NTRK1	10818	4914	ENST00000397997;ENST00000549921;ENST00000550389	ENST00000368196 [P04629-2];ENST00000392302 [P04629-3];ENST00000524377 [P04629-1]	direct interaction	biogrid	10092678	0.46269	0.6	0.52689088054359	High	Small-scale	hsa04722
869.html	P16471	O60674	PRLR	JAK2	5618	3717	ENST00000231423 [P16471-4];ENST00000310101 [P16471-5];ENST00000348262 [P16471-7];ENST00000509140 [P16471-6];ENST00000511486 [P16471-2];ENST00000513753 [P16471-6];ENST00000514088 [P16471-7];ENST00000542609 [P16471-4];ENST00000618457 [P16471-1];ENST00000619676 [P16471-5];ENST00000620785 [P16471-2]	ENST00000381652	direct interaction;physical association	biogrid	10772872;20962278;9202403	0.66268	0.6	0.630561654400266	High	Small-scale	hsa04630;hsa04917
124063.html	P11215	P13598	ITGAM	ICAM2	3684	3384	ENST00000287497 [P11215-1];ENST00000544665 [P11215-2]	ENST00000412356;ENST00000418105;ENST00000449662;ENST00000579687;ENST00000579788	direct interaction	hprd	10352278	0.27808	1	0.527332911925664	High	Small-scale	hsa04514
145633.html	P49682	P51671	CXCR3	CCL11	2833	6356	ENST00000373691 [P49682-2];ENST00000373693 [P49682-1]	ENST00000305869	physical association	dip	9660793	0.3819	1	0.617980582219215	High	Small-scale	hsa04062
452142.html	P45983	Q96J02	MAPK8	ITCH	5599	83737	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	ENST00000262650 [Q96J02-1];ENST00000374864 [Q96J02-2];ENST00000535650 [Q96J02-3]	direct interaction;physical association	biogrid	16446428	0.52419	0.6	0.560815477675144	High	Small-scale	hsa04668;hsa04932
386598.html	Q9Y2D8	P55196	SSX2IP	AFDN	117178	4301	ENST00000342203 [Q9Y2D8-1];ENST00000437941 [Q9Y2D8-3];ENST00000481102 [Q9Y2D8-2];ENST00000605755 [Q9Y2D8-3]	ENST00000392108 [P55196-6];ENST00000392112 [P55196-3];ENST00000400822 [P55196-5];ENST00000447894 [P55196-4]	direct interaction;physical association	biogrid	12446711	0.54806	0.6	0.573442237718848	High	Small-scale	hsa04520
385015.html	Q8IYD8	Q13472	FANCM	TOP3A	57697	7156	ENST00000267430 [Q8IYD8-1];ENST00000542564 [Q8IYD8-3];ENST00000556036 [Q8IYD8-2]	ENST00000321105 [Q13472-1];ENST00000542570 [Q13472-1];ENST00000580095 [Q13472-2];ENST00000638894 [Q13472-1];ENST00000639065 [Q13472-2];ENST00000640743 [Q13472-1]	direct interaction;physical association	biogrid	20064461;16116422	0.64993	0.6	0.624466172022152	High	Small-scale	hsa03460
430202.html	Q9NZN5	Q6ZQV4	ARHGEF12		23365	2768	ENST00000356641 [Q9NZN5-2];ENST00000397843 [Q9NZN5-1]		direct interaction	hprd	11094164;12515866	0.40393	1	0.635554875679512	High	Small-scale	hsa04270;hsa04810
249524.html	Q7Z434	O14920	MAVS	IKBKB	57506	3551	ENST00000416600 [Q7Z434-4];ENST00000428216 [Q7Z434-1]	ENST00000416505 [O14920-4];ENST00000519735 [O14920-3];ENST00000520810 [O14920-1];ENST00000520835 [O14920-2]	direct interaction;physical association	intact	16177806;25636800	0.58918	0.6	0.594565387489047	High	Small-scale	hsa05160;hsa05164
76794.html	Q9UJX4	Q9UJX6	ANAPC5	ANAPC2	51433	29882	ENST00000261819 [Q9UJX4-1];ENST00000441917 [Q9UJX4-3]	ENST00000323927 [Q9UJX6-1]	physical association;association	intact	20360068;10922056;12956947	0.66814	0.6	0.633154009700641	High	Small-scale	hsa04110
95835.html	Q9BY84	P45983	DUSP16	MAPK8	80824	5599	ENST00000228862 [Q9BY84-2];ENST00000298573 [Q9BY84-1];ENST00000626413 [Q9BY84-1];ENST00000628303 [Q9BY84-2]	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	direct interaction;physical association	biogrid	11489891	0.46361	1	0.680889124601062	High	Small-scale	hsa04010
493705.html	Q15942	P12814	ZYX	ACTN1	7791	87	ENST00000322764 [Q15942-1];ENST00000392910 [Q15942-2]	ENST00000193403 [P12814-1];ENST00000394419 [P12814-3];ENST00000438964 [P12814-2];ENST00000538545 [P12814-4]	direct interaction;physical association	intact	11423549;10224105	0.65062	0.6	0.624797567216775	High	Small-scale	hsa04510
492180.html	Q13153	Q15746	PAK1	MYLK	5058	4638	ENST00000278568 [Q13153-2];ENST00000356341 [Q13153-1]	ENST00000346322 [Q15746-2];ENST00000354792 [Q15746-2];ENST00000359169 [Q15746-3];ENST00000360304 [Q15746-1];ENST00000360772 [Q15746-3];ENST00000418370 [Q15746-8];ENST00000475616 [Q15746-1];ENST00000578202 [Q15746-10];ENST00000583087 [Q15746-8]	direct interaction	biogrid	10092231	0.41838	1	0.646823005156743	High	Small-scale	hsa04510;hsa04810
95193.html	P30281	P06400	CCND3	RB1	896	5925	ENST00000372988 [P30281-2];ENST00000372991 [P30281-1];ENST00000414200 [P30281-3];ENST00000415497 [P30281-4];ENST00000511642 [P30281-2];ENST00000616010 [P30281-4]	ENST00000267163	direct interaction;physical association	biogrid	16782892;17972097	0.57291	0.6	0.586298558756543	High	Small-scale	hsa04110;hsa05166
305141.html	O00571	Q9UHD2	DDX3X	TBK1	1654	29110	ENST00000399959 [O00571-1];ENST00000457138 [O00571-2];ENST00000478993 [O00571-1];ENST00000629496 [O00571-1];ENST00000629785 [O00571-1];ENST00000630255 [O00571-1]	ENST00000331710	phosphorylation reaction	intact	18583960	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04622
28836.html	P46934	P21802	NEDD4	FGFR2	4734	2263	ENST00000338963 [P46934-3];ENST00000435532 [P46934-4];ENST00000506154 [P46934-2];ENST00000508342 [P46934-1]	ENST00000346997 [P21802-5];ENST00000356226 [P21802-20];ENST00000357555 [P21802-21];ENST00000358487 [P21802-1];ENST00000359354 [P21802-14];ENST00000360144 [P21802-22];ENST00000369056 [P21802-17];ENST00000369058 [P21802-13];ENST00000369060 [P21802-15];ENST00000369061 [P21802-23];ENST00000457416 [P21802-3]	direct interaction	biogrid	19953087	0.47896	0.6	0.536074621671274	High	High-throughput	hsa04144
204315.html	O43524	O43524	FOXO3	FOXO3	2309	2309	ENST00000343882 [O43524-1];ENST00000406360 [O43524-1];ENST00000540898 [O43524-2]	ENST00000343882 [O43524-1];ENST00000406360 [O43524-1];ENST00000540898 [O43524-2]	physical association	intact	20562859	0.3819	1	0.617980582219215	High	High-throughput	hsa04152
43437.html	P57678	Q9UHI6	GEMIN4	DDX20	50628	11218	ENST00000319004	ENST00000369702 [Q9UHI6-1];ENST00000533164 [Q9UHI6-2]	direct interaction;physical association;association	intact	unassigned1304;10725331;12668731;11914277;11714716;23752268	0.90133	0.6	0.735389692612019	High	Small-scale	hsa03013
66084.html	Q9UKJ1	Q06124	PILRA	PTPN11	29992	5781	ENST00000198536 [Q9UKJ1-1];ENST00000350573 [Q9UKJ1-3];ENST00000394000 [Q9UKJ1-4]	ENST00000351677 [Q06124-2];ENST00000392597 [Q06124-3];ENST00000635625 [Q06124-1]	direct interaction;physical association	biogrid	10903717;10660620	0.5286	0.5	0.514101157361078	High	Small-scale	hsa05168
310041.html	P07204	P04070	THBD	PROC	7056	5624	ENST00000377103	ENST00000234071 [P04070-1]	direct interaction	hprd	11106601;12588872	0.40393	1	0.635554875679512	High	Small-scale	hsa04610
478938.html	Q9BY84	P45984	DUSP16	MAPK9	80824	5601	ENST00000228862 [Q9BY84-2];ENST00000298573 [Q9BY84-1];ENST00000626413 [Q9BY84-1];ENST00000628303 [Q9BY84-2]	ENST00000343111 [P45984-3];ENST00000393360 [P45984-2];ENST00000425491 [P45984-5];ENST00000452135 [P45984-1];ENST00000455781 [P45984-4]	direct interaction;physical association	intact	unassigned1304;11359773	0.6292	1	0.793221280602078	High	Small-scale	hsa04010
217801.html	Q99708	Q92878	RBBP8	RAD50	5932	10111	ENST00000327155 [Q99708-1];ENST00000399722 [Q99708-1];ENST00000399725 [Q99708-3]	ENST00000378823 [Q92878-1]	physical association	biogrid	25558984;16391231	0.56901	0.55	0.559424257607766	High	Small-scale	hsa03440
341641.html	P29353	Q05397	SHC1	PTK2	6464	5747	ENST00000368445 [P29353-1];ENST00000368450 [P29353-2];ENST00000368453 [P29353-7];ENST00000448116 [P29353-6]	ENST00000340930 [Q05397-5];ENST00000395218 [Q05397-7];ENST00000521059 [Q05397-1];ENST00000522684 [Q05397-1]	physical association	biogrid	11980671	0.3819	1	0.617980582219215	High	Small-scale	hsa04510
220936.html	Q95HC2	Q6H2H3	HLA-C	KIR2DL1	3107	3802		ENST00000336077;ENST00000610327;ENST00000610627;ENST00000611594;ENST00000612504;ENST00000615298;ENST00000616076;ENST00000616302;ENST00000616310;ENST00000617247;ENST00000618507;ENST00000618987;ENST00000619424;ENST00000620588;ENST00000639230;ENST00000639917;ENST00000640308;ENST00000640477	direct interaction	hprd	9378975;10429675;12454284;9686591;11009104;10820396;9768753;12794140;11163076;11323700	0.64505	1	0.803150048247524	High	Small-scale	hsa04612;hsa04650;hsa05332
362589.html	P28068	Q31604	HLA-DMB	DMA	3109	3108	ENST00000383231;ENST00000395312;ENST00000412948;ENST00000418107;ENST00000424822;ENST00000428420;ENST00000440078;ENST00000450897		direct interaction	hprd	8574855;8139690	0.40393	1	0.635554875679512	High	Small-scale	hsa04612
411587.html	P08123	P05106	COL1A2	ITGB3	1278	3690	ENST00000297268	ENST00000559488 [P05106-1]	direct interaction	hprd	1693626	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04151;hsa04510
285800.html	P28482	P10275	MAPK1	AR	5594	367	ENST00000215832 [P28482-1];ENST00000398822 [P28482-1];ENST00000544786 [P28482-2]	ENST00000374690 [P10275-1];ENST00000396043 [P10275-2];ENST00000504326 [P10275-3]	direct interaction	biogrid	10318905	0.41838	0.6	0.50102694538318	High	Small-scale	hsa05215
50830.html	O00501	O15551	CLDN5	CLDN3	7122	1365	ENST00000618236	ENST00000395145	physical association	biogrid	12909588	0.3819	1	0.617980582219215	High	Small-scale	hsa04514;hsa04670
366102.html	O43521	Q07820	BCL2L11	MCL1	10018	4170	ENST00000308659 [O43521-2];ENST00000337565 [O43521-17];ENST00000393256 [O43521-1];ENST00000405953 [O43521-17];ENST00000415458 [O43521-16];ENST00000431217 [O43521-10];ENST00000433098 [O43521-5];ENST00000436733 [O43521-14];ENST00000437029 [O43521-8];ENST00000439718 [O43521-7];ENST00000452231 [O43521-9];ENST00000610735 [O43521-14];ENST00000615946 [O43521-7];ENST00000619294 [O43521-10];ENST00000620862 [O43521-5];ENST00000621302 [O43521-4];ENST00000622509 [O43521-8];ENST00000622612 [O43521-11];ENST00000639340 [O43521-16];ENST00000640419 [O43521-9]	ENST00000307940 [Q07820-2];ENST00000369026 [Q07820-1]	direct interaction;physical association;association	intact	26186194;23245996;9731710;19622586;19148187;15989957;21132008;17097560;20074640;21613222;21199865;26859456;17525735;19150432;20159608;21507240;26045051;10837489;16213503;20085765;15721256;22516262;16697956;15694340	0.97807	1	0.988974216044079	High	Small-scale	hsa04210
224375.html	P68400	P25963	CSNK2A1	NFKBIA	1457	4792	ENST00000217244 [P68400-1];ENST00000349736 [P68400-1];ENST00000400217 [P68400-2]	ENST00000216797	direct interaction	hprd	10398585;8622692	0.40393	1	0.635554875679512	High	Small-scale	hsa04064
21802.html	O14763	P50591	TNFRSF10B	TNFSF10	8795	8743	ENST00000276431 [O14763-1];ENST00000347739 [O14763-2]	ENST00000241261 [P50591-1];ENST00000420541 [P50591-2]	direct interaction;physical association;association	intact	20097879;9311998;9325248;21525171;20103630;21822306;11094155;22266862;22585859;10542098;10549288;10894160;19427028;23678861;21459798	0.96122	1	0.98041827808339	High	Small-scale	hsa04060;hsa04210;hsa04650;hsa05162;hsa05164
457698.html	P27986	P08069	PIK3R1	IGF1R	5295	3480	ENST00000320694 [P27986-3];ENST00000336483 [P27986-2];ENST00000521381 [P27986-1];ENST00000521657 [P27986-1];ENST00000523872 [P27986-5]	ENST00000268035	direct interaction;physical association;association	intact	7642582;25241761;8603569;7589433;8697095	0.81786	1	0.904356124543866	High	Small-scale	hsa01522;hsa04066;hsa04213;hsa04510;hsa04550;hsa05200;hsa05205;hsa05214;hsa05215;hsa05224
459967.html	P46934	P17948	NEDD4	FLT1	4734	2321	ENST00000338963 [P46934-3];ENST00000435532 [P46934-4];ENST00000506154 [P46934-2];ENST00000508342 [P46934-1]	ENST00000282397 [P17948-1];ENST00000539099 [P17948-4];ENST00000541932 [P17948-3];ENST00000543394 [P17948-8];ENST00000615840 [P17948-2]	direct interaction	biogrid	19953087	0.47896	0.6	0.536074621671274	High	High-throughput	hsa04144
469714.html	Q09472	P10827	EP300	THRA	2033	7067	ENST00000263253	ENST00000264637 [P10827-1];ENST00000394121 [P10827-1];ENST00000450525 [P10827-2];ENST00000546243 [P10827-2];ENST00000584985 [P10827-3]	physical association	biogrid	12371907	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04919
522237.html	P78314	P15498	SH3BP2	VAV1	6452	7409	ENST00000356331 [P78314-1];ENST00000435136 [P78314-1];ENST00000442312 [P78314-3];ENST00000452765 [P78314-1];ENST00000503393 [P78314-4];ENST00000511747 [P78314-1];ENST00000513020 [P78314-2];ENST00000515737 [P78314-2]	ENST00000596764 [P15498-2];ENST00000602142 [P15498-1]	direct interaction;physical association;association	intact	17306257;20439986;11390470;15345594	0.84256	1	0.917910671035041	High	Small-scale	hsa04650
495406.html	Q00975	P62879	CACNA1B	GNB2	774	2783	ENST00000277551 [Q00975-2];ENST00000371372 [Q00975-1]	ENST00000303210 [P62879-1];ENST00000393924 [P62879-1];ENST00000393926 [P62879-1];ENST00000419828 [P62879-2];ENST00000427895 [P62879-2]	physical association	biogrid	9238069	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04723;hsa04725;hsa04726;hsa04727;hsa04728;hsa05032
542864.html	P13500	P46092	CCL2	CCR10	6347	2826	ENST00000225831	ENST00000332438	direct interaction	hprd	9364936;10706668	0.40393	1	0.635554875679512	High	Small-scale	hsa04062
232819.html	P45983	Q9UPT6	MAPK8	MAPK8IP3	5599	23162	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	ENST00000250894 [Q9UPT6-1]	direct interaction	biogrid	10629060;12189133;10523642	0.74939	0.6	0.67054753746472	High	Small-scale	hsa04010
17097.html	Q9UHA4	P36507	LAMTOR3	MAP2K2	8649	5605	ENST00000226522 [Q9UHA4-2];ENST00000499666 [Q9UHA4-1]	ENST00000262948	direct interaction	hprd	9733512	0.27808	0.55	0.391080554361886	High	Small-scale	hsa04010
169581.html	P68431	O14929	HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J	HAT1	8350;8351;8352;8353;8354;8355;8356;8357;8358;8968	8520	ENST00000356476;ENST00000359303;ENST00000369163;ENST00000612966;ENST00000613854;ENST00000614378;ENST00000614911;ENST00000616365;ENST00000618052;ENST00000621411;ENST00000634733	ENST00000264108	physical association;association	intact	20080577;19498464;14718166;25281560;26527279;20504901;19410544	0.92158	0.6	0.743604733712743	High	Small-scale	hsa05034
16440.html	P16885	P15498	PLCG2	VAV1	5336	7409	ENST00000564138	ENST00000596764 [P15498-2];ENST00000602142 [P15498-1]	physical association	biogrid	10981967	0.3819	1	0.617980582219215	High	Small-scale	hsa04650
74085.html	P04049	Q8IVT5	RAF1	KSR1	5894	8844	ENST00000251849 [P04049-1];ENST00000442415 [P04049-2]	ENST00000398988 [Q8IVT5-4];ENST00000509603 [Q8IVT5-4]	direct interaction;physical association	biogrid	11741534;24929361	0.58918	1	0.767580614658812	High	Small-scale	hsa05152
324254.html	P10721	P51692	KIT	STAT5B	3815	6777	ENST00000288135 [P10721-1];ENST00000412167 [P10721-2]	ENST00000293328	direct interaction	biogrid	17554063;10358045	0.54423	1	0.737719458873087	High	Small-scale	hsa05221
494519.html	P35462	P63096	DRD3	GNAI1	1814	2770	ENST00000383673;ENST00000460779;ENST00000467632	ENST00000351004 [P63096-1];ENST00000457358 [P63096-2]	direct interaction	hprd	10978845	0.27808	1	0.527332911925664	High	Small-scale	hsa04728
131960.html	Q5JWF2	O43306	GNAS	ADCY6	2778	112	ENST00000371100 [Q5JWF2-1];ENST00000371102 [Q5JWF2-2]	ENST00000307885 [O43306-1];ENST00000357869 [O43306-2];ENST00000550422 [O43306-2]	direct interaction	hprd	9228084	0.27808	1	0.527332911925664	High	Small-scale	hsa01522;hsa04015;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04923;hsa04924;hsa04925;hsa04962;hsa04970;hsa04971;hsa04972;hsa05032;hsa05414
246348.html	P49841	P49815	GSK3B	TSC2	2932	7249	ENST00000264235 [P49841-1];ENST00000316626 [P49841-2]	ENST00000219476 [P49815-1];ENST00000350773 [P49815-4];ENST00000382538 [P49815-7];ENST00000401874 [P49815-5];ENST00000439673 [P49815-6]	direct interaction;physical association	biogrid	16959574;12511557	0.62675	0.6	0.613229157819489	High	Small-scale	hsa04150
232930.html	P30260	Q9UJX6	CDC27	ANAPC2	996	29882	ENST00000066544 [P30260-1];ENST00000531206 [P30260-2]	ENST00000323927 [Q9UJX6-1]	physical association;association	intact	21768287;20360068;17443186;16364912;10922056;12956947;25306918;22193957;21043528;22280307;26811472;14657031;16648845	0.951	0.6	0.75538069872085	High	Small-scale	hsa04110
192635.html	Q9H461	O75197	FZD8	LRP5	8325	4041	ENST00000374694	ENST00000294304	direct interaction	biogrid	11448771	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04150
401718.html	P04629	Q13191	NTRK1	CBLB	4914	868	ENST00000368196 [P04629-2];ENST00000392302 [P04629-3];ENST00000524377 [P04629-1]	ENST00000264122 [Q13191-1];ENST00000403724 [Q13191-3];ENST00000405772 [Q13191-2]	physical association	biogrid	25921289	0.3819	0.6	0.478685700642917	High	High-throughput	hsa04144
273326.html	P09529	P27037	INHBB	ACVR2A	3625	92	ENST00000295228	ENST00000241416 [P27037-1];ENST00000404590 [P27037-1];ENST00000535787 [P27037-2]	direct interaction;physical association	biogrid	11266516;9202237	0.5286	1	0.727048829171741	High	Small-scale	hsa04060;hsa04350;hsa04550
519973.html	P49286	P62879	MTNR1B	GNB2	4544	2783	ENST00000257068	ENST00000303210 [P62879-1];ENST00000393924 [P62879-1];ENST00000393926 [P62879-1];ENST00000419828 [P62879-2];ENST00000427895 [P62879-2]	association	intact	17215244;26514267	0.50748	0.6	0.551804313140084	High	Small-scale	hsa04713
403668.html	P55211	Q96P09	CASP9	BIRC8	842	112401	ENST00000333868 [P55211-1];ENST00000348549 [P55211-2];ENST00000375890 [P55211-4]	ENST00000426466	direct interaction;physical association	intact	unassigned1304;25416956;11390657	0.7469	0.6	0.669432595561345	High	Small-scale	hsa05145
536294.html	P56704	Q9UP38	WNT3A	FZD1	89780	8321	ENST00000284523 [P56704-1]	ENST00000287934	direct interaction;physical association	biogrid	10557084	0.46361	1	0.680889124601062	High	Small-scale	hsa04150;hsa04310;hsa04390;hsa04550;hsa04916;hsa05166;hsa05200;hsa05205;hsa05217;hsa05224
40109.html	P27986	P43405	PIK3R1	SYK	5295	6850	ENST00000320694 [P27986-3];ENST00000336483 [P27986-2];ENST00000521381 [P27986-1];ENST00000521657 [P27986-1];ENST00000523872 [P27986-5]	ENST00000375746 [P43405-1];ENST00000375747 [P43405-2];ENST00000375751 [P43405-2];ENST00000375754 [P43405-1]	direct interaction;physical association	intact	16921024;15536084	0.68068	1	0.82503333265996	High	Small-scale	hsa04650;hsa04664;hsa04666
456564.html	P40189	P27986	IL6ST	PIK3R1	3572	5295	ENST00000336909 [P40189-1];ENST00000381287 [P40189-2];ENST00000381294 [P40189-3];ENST00000381298 [P40189-1];ENST00000502326 [P40189-1];ENST00000522633 [P40189-2]	ENST00000320694 [P27986-3];ENST00000336483 [P27986-2];ENST00000521381 [P27986-1];ENST00000521657 [P27986-1];ENST00000523872 [P27986-5]	physical association	biogrid	10579793	0.3819	1	0.617980582219215	High	Small-scale	hsa04550
95159.html	Q13043	Q8WWW0	STK4	RASSF5	6789	83593	ENST00000372801 [Q13043-2];ENST00000372806 [Q13043-1]	ENST00000577571 [Q8WWW0-2];ENST00000579436 [Q8WWW0-1];ENST00000580449 [Q8WWW0-3]	direct interaction;physical association;association	intact	15109305;11864565;23455922;16892067;20562859;24366813;20920251;24255178;17517604	0.95323	1	0.976334983496955	High	Small-scale	hsa04014;hsa05223
510124.html	P01350	P32239	GAST	CCKBR	2520	887	ENST00000329402	ENST00000334619 [P32239-1];ENST00000525462 [P32239-2]	physical association	dip	8824290	0.25285	0.163	0.203013669490505	Low	Small-scale	hsa04971
502856.html	Q92565	P62834	RAPGEF5	RAP1A	9771	5906	ENST00000401957 [Q92565-1];ENST00000620335 [Q92565-2]	ENST00000356415;ENST00000369709	direct interaction	biogrid	10934204;10777494	0.60481	1	0.777695313088616	High	Small-scale	hsa04014;hsa04015
45246.html	Q8WWW0	Q9NS23	RASSF5	RASSF1	83593	11186	ENST00000577571 [Q8WWW0-2];ENST00000579436 [Q8WWW0-1];ENST00000580449 [Q8WWW0-3]	ENST00000327761 [Q9NS23-4];ENST00000357043 [Q9NS23-1];ENST00000359365 [Q9NS23-2];ENST00000395117 [Q9NS23-6];ENST00000395126 [Q9NS23-3];ENST00000482447 [Q9NS23-7];ENST00000616212 [Q9NS23-3]	direct interaction;physical association	intact	20920251;11857081	0.64044	1	0.800274952750616	High	Small-scale	hsa05200
58353.html	P29597	O15524	TYK2	SOCS1	7297	8651	ENST00000264818;ENST00000525621	ENST00000332029	physical association	biogrid	21757742	0.3819	1	0.617980582219215	High	Small-scale	hsa04380;hsa04630
442667.html	P61224	Q12967	RAP1B	RALGDS	5908	5900	ENST00000250559 [P61224-1];ENST00000341355 [P61224-1];ENST00000393436 [P61224-1];ENST00000450214 [P61224-4];ENST00000537460 [P61224-1];ENST00000539091 [P61224-4];ENST00000540209 [P61224-3];ENST00000542145 [P61224-2]	ENST00000372047 [Q12967-6];ENST00000372050 [Q12967-1];ENST00000372062 [Q12967-4];ENST00000393157 [Q12967-5];ENST00000393160 [Q12967-3]	direct interaction;physical association	intact	22705156;21988832	0.57291	1	0.756908184656501	High	Small-scale	hsa04015
21521.html	Q07812	P04637	BAX	TP53	581	7157	ENST00000293288 [Q07812-2];ENST00000345358 [Q07812-1];ENST00000354470 [Q07812-4];ENST00000356483 [Q07812-5];ENST00000415969 [Q07812-8];ENST00000515540 [Q07812-3]	ENST00000269305 [P04637-1];ENST00000420246 [P04637-2];ENST00000445888 [P04637-1];ENST00000455263 [P04637-3];ENST00000504290 [P04637-9];ENST00000504937 [P04637-7];ENST00000510385 [P04637-8];ENST00000610292 [P04637-4];ENST00000610538 [P04637-6];ENST00000617185 [P04637-2];ENST00000619485 [P04637-4];ENST00000620739 [P04637-4];ENST00000622645 [P04637-5]	physical association	intact	25241761	0.3819	1	0.617980582219215	High	High-throughput	hsa01524;hsa04115;hsa04210;hsa04722
32232.html	Q9UBU9	P78406	NXF1	RAE1	10482	8480	ENST00000294172 [Q9UBU9-1];ENST00000531709 [Q9UBU9-2];ENST00000532297 [Q9UBU9-1]	ENST00000371242;ENST00000395840;ENST00000395841	direct interaction;physical association	intact	10668806	0.55755	0.6	0.578385684470147	High	Small-scale	hsa03013
138800.html	Q9Y297	P25963	BTRC	NFKBIA	8945	4792	ENST00000370187 [Q9Y297-1];ENST00000408038 [Q9Y297-2]	ENST00000216797	direct interaction;physical association;association	intact	20558726;9990852;10075690;24912152;20638939;20851351;10713156;19053519;10066435;22388891;10497169;25190485;10644755;22590978;22022389;27001857;24464578;9859996;20797629;11027288;19933270;25900982;9990853;20353940	0.98305	0.6	0.768003906240066	High	Small-scale	hsa05131
398468.html	Q9HAU5	Q92900	UPF2	UPF1	26019	5976	ENST00000356352 [Q9HAU5-1];ENST00000357604 [Q9HAU5-1];ENST00000397053 [Q9HAU5-1]	ENST00000262803 [Q92900-2];ENST00000599848 [Q92900-1]	direct interaction;physical association;association	intact	12723973;12417715;19503078;19478851;24778252;15680326;16086026;11544179;11073994;20371770;18066079;17469741;21145460;18256688;19150429;14527413;19417104;19556969;16452507;16488880;11163187	0.9809	1	0.99040395798886	High	Small-scale	hsa03013
117168.html	P29466	Q5XLA6	CASP1	CARD17	834	440068	ENST00000353247 [P29466-5];ENST00000436863 [P29466-1];ENST00000446369 [P29466-4];ENST00000525825 [P29466-2];ENST00000526568 [P29466-3];ENST00000531166 [P29466-5];ENST00000533400 [P29466-1];ENST00000534497 [P29466-4]	ENST00000375707	direct interaction	dip	27043298;15383541	0.6178	1	0.786002544525143	High	Small-scale	hsa04621
475694.html	Q96P20	Q9Y2G2	NLRP3	CARD8	114548	22900	ENST00000336119 [Q96P20-1];ENST00000348069 [Q96P20-2];ENST00000366496 [Q96P20-5];ENST00000366497 [Q96P20-5];ENST00000391827 [Q96P20-4];ENST00000391828 [Q96P20-1]	ENST00000391898 [Q9Y2G2-5];ENST00000447740 [Q9Y2G2-4];ENST00000519940 [Q9Y2G2-5];ENST00000520015 [Q9Y2G2-3];ENST00000520153 [Q9Y2G2-4];ENST00000520753 [Q9Y2G2-3];ENST00000521613 [Q9Y2G2-4]	physical association	intact	28137891	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04621
29506.html	P15514	P00533	AREG	EGFR	374	1956	ENST00000395748	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	direct interaction;physical association	biogrid	10085134;8663535	0.64993	0.55	0.597880840970841	High	Small-scale	hsa04012
379445.html	Q53GA5	P53779		MAPK10	7157	5602		ENST00000361569 [P53779-2];ENST00000395157 [P53779-2];ENST00000395166 [P53779-3];ENST00000395169 [P53779-1];ENST00000515650 [P53779-1];ENST00000638225 [P53779-3];ENST00000638313 [P53779-1];ENST00000639175 [P53779-3];ENST00000639234 [P53779-2];ENST00000639242 [P53779-3];ENST00000640858 [P53779-2];ENST00000640970 [P53779-2]	direct interaction	hprd	9393873	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04010;hsa04722
