#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-719493	intact:EBI-16468000	uniprotkb:P14373	uniprotkb:A0A0S2Z5U3	psi-mi:tri27_human|psi-mi:TRIM27|uniprotkb:A2BE15|uniprotkb:Q5RJA8|uniprotkb:Q5ST26|uniprotkb:Q6LA73|uniprotkb:Q6NXR9|uniprotkb:Q9BZY6|uniprotkb:Q9UJL3|uniprotkb:TRIM27|uniprotkb:RNF76|uniprotkb:RFP|uniprotkb:Ret finger protein|uniprotkb:Tripartite motif-containing protein 27|uniprotkb:RING finger protein 76|uniprotkb:RING-type E3 ubiquitin transferase TRIM27	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468149|intact:EBI-16468424	intact-miscore:0.36784992
intact:EBI-11975029	intact:EBI-535849	uniprotkb:Q05519-2	uniprotkb:Q8WVV9	psi-mi:q05519-2|psi-mi:SRSF11|uniprotkb:SRSF11|uniprotkb:Arginine-rich 54 kDa nuclear protein|uniprotkb:SFRS11|uniprotkb:Splicing factor, arginine/serine-rich 11	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468165	intact-miscore:0.36784992
intact:EBI-11102276	intact:EBI-16468000	uniprotkb:Q9HD26-2	uniprotkb:A0A0S2Z5U3	psi-mi:q9hd26-2|psi-mi:GOPC|uniprotkb:GOPC|uniprotkb:CAL|uniprotkb:CFTR-associated ligand|uniprotkb:FIG|uniprotkb:Fused in glioblastoma|uniprotkb:PDZ protein interacting specifically with TC10	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468277	intact-miscore:0.36784992
intact:EBI-11524452	intact:EBI-16468000	uniprotkb:Q8N9N5-2	uniprotkb:A0A0S2Z5U3	psi-mi:q8n9n5-2|psi-mi:BANP|uniprotkb:BANP|uniprotkb:BEN domain-containing protein 1|uniprotkb:BEND1|uniprotkb:Btg3-associated nuclear protein|uniprotkb:SMAR1|uniprotkb:Scaffold/matrix-associated region-1-binding protein	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468905	intact-miscore:0.36784992
intact:EBI-11524452	intact:EBI-535849	uniprotkb:Q8N9N5-2	uniprotkb:Q8WVV9	psi-mi:q8n9n5-2|psi-mi:BANP|uniprotkb:BANP|uniprotkb:BEN domain-containing protein 1|uniprotkb:BEND1|uniprotkb:Btg3-associated nuclear protein|uniprotkb:SMAR1|uniprotkb:Scaffold/matrix-associated region-1-binding protein	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468889	intact-miscore:0.36784992
intact:EBI-16437007	intact:EBI-16468000	-	uniprotkb:A0A0S2Z5U3	psi-mi:"ccsb orf id: 56711"|psi-mi:EBI-16437007	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468873	intact-miscore:0.36784992
intact:EBI-16437007	intact:EBI-535849	-	uniprotkb:Q8WVV9	psi-mi:"ccsb orf id: 56711"|psi-mi:EBI-16437007	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468857	intact-miscore:0.36784992
intact:EBI-2107455	intact:EBI-16468000	uniprotkb:Q08AM6	uniprotkb:A0A0S2Z5U3	psi-mi:vac14_human|psi-mi:VAC14|uniprotkb:Q13174|uniprotkb:Q6IA12|uniprotkb:Q7L4Y1|uniprotkb:Q9BW96|uniprotkb:Q9H6V6|uniprotkb:B3KPJ5|uniprotkb:B3KSM8|uniprotkb:Tax1-binding protein 2|uniprotkb:VAC14|uniprotkb:TAX1BP2|uniprotkb:TRX	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468841	intact-miscore:0.36784992
intact:EBI-2107455	intact:EBI-535849	uniprotkb:Q08AM6	uniprotkb:Q8WVV9	psi-mi:vac14_human|psi-mi:VAC14|uniprotkb:Q13174|uniprotkb:Q6IA12|uniprotkb:Q7L4Y1|uniprotkb:Q9BW96|uniprotkb:Q9H6V6|uniprotkb:B3KPJ5|uniprotkb:B3KSM8|uniprotkb:Tax1-binding protein 2|uniprotkb:VAC14|uniprotkb:TAX1BP2|uniprotkb:TRX	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468825	intact-miscore:0.36784992
intact:EBI-10175124	intact:EBI-16468000	uniprotkb:Q8IZU0	uniprotkb:A0A0S2Z5U3	psi-mi:fam9b_human|psi-mi:FAM9B|uniprotkb:Q8N7Z8|uniprotkb:Q0IJ68|uniprotkb:FAM9B	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468809	intact-miscore:0.36784992
intact:EBI-10175124	intact:EBI-535849	uniprotkb:Q8IZU0	uniprotkb:Q8WVV9	psi-mi:fam9b_human|psi-mi:FAM9B|uniprotkb:Q8N7Z8|uniprotkb:Q0IJ68|uniprotkb:FAM9B	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468793	intact-miscore:0.36784992
intact:EBI-948001	intact:EBI-16468000	uniprotkb:Q15323	uniprotkb:A0A0S2Z5U3	psi-mi:k1h1_human|psi-mi:KRT31|uniprotkb:Q9UE12|uniprotkb:Hair keratin, type I Ha1|uniprotkb:Keratin-31|uniprotkb:KRT31|uniprotkb:HHA1|uniprotkb:HKA1|uniprotkb:KRTHA1	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468777	intact-miscore:0.36784992
intact:EBI-948001	intact:EBI-535849	uniprotkb:Q15323	uniprotkb:Q8WVV9	psi-mi:k1h1_human|psi-mi:KRT31|uniprotkb:Q9UE12|uniprotkb:Hair keratin, type I Ha1|uniprotkb:Keratin-31|uniprotkb:KRT31|uniprotkb:HHA1|uniprotkb:HKA1|uniprotkb:KRTHA1	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468761	intact-miscore:0.36784992
intact:EBI-10171697	intact:EBI-16468000	uniprotkb:Q6A162	uniprotkb:A0A0S2Z5U3	psi-mi:k1c40_human|psi-mi:KRT40|uniprotkb:Q6IFU5|uniprotkb:KRT40|uniprotkb:Cytokeratin-40|uniprotkb:KA36|uniprotkb:Keratin-40|uniprotkb:Type I hair keratin Ka36	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468745	intact-miscore:0.36784992
intact:EBI-10171697	intact:EBI-535849	uniprotkb:Q6A162	uniprotkb:Q8WVV9	psi-mi:k1c40_human|psi-mi:KRT40|uniprotkb:Q6IFU5|uniprotkb:KRT40|uniprotkb:Cytokeratin-40|uniprotkb:KA36|uniprotkb:Keratin-40|uniprotkb:Type I hair keratin Ka36	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468729	intact-miscore:0.36784992
intact:EBI-10829018	intact:EBI-16468000	uniprotkb:Q04864-2	uniprotkb:A0A0S2Z5U3	psi-mi:q04864-2|psi-mi:REL|uniprotkb:REL	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468713	intact-miscore:0.36784992
intact:EBI-11741437	intact:EBI-16468000	uniprotkb:Q08117-2	uniprotkb:A0A0S2Z5U3	psi-mi:q08117-2|psi-mi:AES|uniprotkb:Gp130-associated protein GAM|uniprotkb:Grg-5|uniprotkb:Groucho-related protein 5|uniprotkb:Protein ESP1|uniprotkb:Protein GRG|uniprotkb:AES-2|uniprotkb:AES|uniprotkb:GRG|uniprotkb:GRG5	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468697	intact-miscore:0.36784992
intact:EBI-11741437	intact:EBI-535849	uniprotkb:Q08117-2	uniprotkb:Q8WVV9	psi-mi:q08117-2|psi-mi:AES|uniprotkb:Gp130-associated protein GAM|uniprotkb:Grg-5|uniprotkb:Groucho-related protein 5|uniprotkb:Protein ESP1|uniprotkb:Protein GRG|uniprotkb:AES-2|uniprotkb:AES|uniprotkb:GRG|uniprotkb:GRG5	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468681	intact-miscore:0.36784992
intact:EBI-724076	intact:EBI-16468000	uniprotkb:Q99750	uniprotkb:A0A0S2Z5U3	psi-mi:mdfi_human|psi-mi:MDFI|uniprotkb:Myogenic repressor I-mf|uniprotkb:MDFI	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468665	intact-miscore:0.36784992
intact:EBI-724076	intact:EBI-535849	uniprotkb:Q99750	uniprotkb:Q8WVV9	psi-mi:mdfi_human|psi-mi:MDFI|uniprotkb:Myogenic repressor I-mf|uniprotkb:MDFI	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468649	intact-miscore:0.36784992
intact:EBI-7060731	intact:EBI-16468000	uniprotkb:P61978-2	uniprotkb:A0A0S2Z5U3	psi-mi:p61978-2|psi-mi:HNRNPK|uniprotkb:Q07244-2|uniprotkb:HNRNPK|uniprotkb:HNRPK|uniprotkb:Transformation up-regulated nuclear protein|intact:MINT-225449	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468632	intact-miscore:0.36784992
intact:EBI-348622	intact:EBI-16468000	uniprotkb:Q13838	uniprotkb:A0A0S2Z5U3	psi-mi:dx39b_human|psi-mi:DDX39B|uniprotkb:B0S8C0|uniprotkb:Q5STB8|uniprotkb:O43496|uniprotkb:Q0EFA1|uniprotkb:Q2L6F9|uniprotkb:Q53GL9|uniprotkb:Q5RJ64|uniprotkb:Q5RJ66|uniprotkb:Q5ST94|uniprotkb:Q5STB4|uniprotkb:Q5STB5|uniprotkb:Q5STB7|uniprotkb:Q5STU4|uniprotkb:Q5STU5|uniprotkb:Q5STU6|uniprotkb:Q5STU8|uniprotkb:Q71V76|uniprotkb:UAP56|uniprotkb:DDX39B|uniprotkb:DEAD box protein UAP56|uniprotkb:56 kDa U2AF65-associated protein|uniprotkb:ATP-dependent RNA helicase p47|uniprotkb:HLA-B-associated transcript 1 protein|uniprotkb:BAT1	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468616	intact-miscore:0.36784992
intact:EBI-348622	intact:EBI-535849	uniprotkb:Q13838	uniprotkb:Q8WVV9	psi-mi:dx39b_human|psi-mi:DDX39B|uniprotkb:B0S8C0|uniprotkb:Q5STB8|uniprotkb:O43496|uniprotkb:Q0EFA1|uniprotkb:Q2L6F9|uniprotkb:Q53GL9|uniprotkb:Q5RJ64|uniprotkb:Q5RJ66|uniprotkb:Q5ST94|uniprotkb:Q5STB4|uniprotkb:Q5STB5|uniprotkb:Q5STB7|uniprotkb:Q5STU4|uniprotkb:Q5STU5|uniprotkb:Q5STU6|uniprotkb:Q5STU8|uniprotkb:Q71V76|uniprotkb:UAP56|uniprotkb:DDX39B|uniprotkb:DEAD box protein UAP56|uniprotkb:56 kDa U2AF65-associated protein|uniprotkb:ATP-dependent RNA helicase p47|uniprotkb:HLA-B-associated transcript 1 protein|uniprotkb:BAT1	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468600	intact-miscore:0.36784992
intact:EBI-10968858	intact:EBI-16468000	uniprotkb:P98175-4	uniprotkb:A0A0S2Z5U3	psi-mi:p98175-4|psi-mi:RBM10|uniprotkb:RBM10|uniprotkb:DXS8237E|uniprotkb:G patch domain-containing protein 9|uniprotkb:GPATC9|uniprotkb:GPATCH9|uniprotkb:KIAA0122|uniprotkb:RNA-binding motif protein 10|uniprotkb:RNA-binding protein S1-1	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468584	intact-miscore:0.36784992
intact:EBI-740343	intact:EBI-16468000	uniprotkb:Q93062-3	uniprotkb:A0A0S2Z5U3	psi-mi:q93062-3|psi-mi:RBPMS|uniprotkb:RBPMS|uniprotkb:HERMES|uniprotkb:Heart and RRM expressed sequence	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468568	intact-miscore:0.36784992
intact:EBI-740343	intact:EBI-535849	uniprotkb:Q93062-3	uniprotkb:Q8WVV9	psi-mi:q93062-3|psi-mi:RBPMS|uniprotkb:RBPMS|uniprotkb:HERMES|uniprotkb:Heart and RRM expressed sequence	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468552	intact-miscore:0.36784992
intact:EBI-348253	intact:EBI-16468000	uniprotkb:O00148	uniprotkb:A0A0S2Z5U3	psi-mi:dx39a_human|psi-mi:DDX39A|uniprotkb:Q9BVP6|uniprotkb:Q9H5W0|uniprotkb:Q8N5M0|uniprotkb:B1Q2N1|uniprotkb:DEAD box protein 39|uniprotkb:Nuclear RNA helicase URH49|uniprotkb:DDX39A|uniprotkb:DDX39|intact:EBI-2514455	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468536	intact-miscore:0.36784992
intact:EBI-348253	intact:EBI-535849	uniprotkb:O00148	uniprotkb:Q8WVV9	psi-mi:dx39a_human|psi-mi:DDX39A|uniprotkb:Q9BVP6|uniprotkb:Q9H5W0|uniprotkb:Q8N5M0|uniprotkb:B1Q2N1|uniprotkb:DEAD box protein 39|uniprotkb:Nuclear RNA helicase URH49|uniprotkb:DDX39A|uniprotkb:DDX39|intact:EBI-2514455	psi-mi:hnrll_human|psi-mi:HNRNPLL|uniprotkb:Q659B9|uniprotkb:Q8IVH5|uniprotkb:Q8IVH6|uniprotkb:Q96HR5|uniprotkb:Q5JB51|uniprotkb:Q53T80|uniprotkb:Q5JB52|uniprotkb:HNRNPLL|uniprotkb:HNRPLL|uniprotkb:SRRF|uniprotkb:Stromal RNA-regulating factor|uniprotkb:BLOCK24	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468520	intact-miscore:0.36784992
intact:EBI-739580	intact:EBI-16468000	uniprotkb:Q13137	uniprotkb:A0A0S2Z5U3	psi-mi:caco2_human|psi-mi:CALCOCO2|uniprotkb:B4DDC4|uniprotkb:E7ENK0|uniprotkb:Q53FQ5|uniprotkb:Q53HB5|uniprotkb:Q6IBN9|uniprotkb:Q9BTF7|uniprotkb:B2RBT0|uniprotkb:B4E0C0|uniprotkb:E7ETP5|uniprotkb:B4DDT4|uniprotkb:B4DP36|uniprotkb:E9PBE5|uniprotkb:CALCOCO2|uniprotkb:NDP52|uniprotkb:Nuclear domain 10 protein NDP52|uniprotkb:Antigen nuclear dot 52 kDa protein|uniprotkb:Nuclear dot protein 52	psi-mi:a0a0s2z5u3_human|psi-mi:HNRPLL|uniprotkb:HNRPLL	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16468504	intact-miscore:0.36784992
